id,Scope,Level 1,Level 2,Level 3,Level 4,Column Text,emission_source,UOM (simple),UOM,UOM_wd,Lookup,GHG,emission_target_formula,emission_target,emission_target_wd,GHG_wd,valid_from,valid_to,region,region_wd,Conversion Factor 2020,GWP,Value 2020,GWP_id
20,Scope1,Fuels,Gaseous fuels,LNG,,Energy - Gross CV,Gaseous_fuels_LNG,kWh,kWh,https://www.wikidata.org/wiki/Q182098,LNG kWh (Gross CV),kg,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.0001,265.0,3.773584905660378e-07,n2o_co2e_2014
21,Scope1,Fuels,Gaseous fuels,LNG,,Energy - Net CV,Gaseous_fuels_LNG,kWh,kWh,https://www.wikidata.org/wiki/Q182098,LNG kWh (Net CV),kg,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.20449,,0.20449,
22,Scope1,Fuels,Gaseous fuels,LNG,,Energy - Net CV,Gaseous_fuels_LNG,kWh,kWh,https://www.wikidata.org/wiki/Q182098,LNG kWh (Net CV),kg,CH4,Methane,https://www.wikidata.org/wiki/Q37129,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00027,28.0,9.642857142857142e-06,ch4_co2e_2014
23,Scope1,Fuels,Gaseous fuels,LNG,,Energy - Net CV,Gaseous_fuels_LNG,kWh,kWh,https://www.wikidata.org/wiki/Q182098,LNG kWh (Net CV),kg,CO2,Carbon dioxide,https://www.wikidata.org/wiki/Q1997,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.20411,1.0,0.20411,co2_co2e_2014
24,Scope1,Fuels,Gaseous fuels,LNG,,Energy - Net CV,Gaseous_fuels_LNG,kWh,kWh,https://www.wikidata.org/wiki/Q182098,LNG kWh (Net CV),kg,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00011,265.0,4.1509433962264154e-07,n2o_co2e_2014
25,Scope1,Fuels,Gaseous fuels,LNG,,Volume,Gaseous_fuels_LNG,litres,litres,https://www.wikidata.org/wiki/Q11582,LNG litres,kg,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.15041,,1.15041,
26,Scope1,Fuels,Gaseous fuels,LNG,,Volume,Gaseous_fuels_LNG,litres,litres,https://www.wikidata.org/wiki/Q11582,LNG litres,kg,CH4,Methane,https://www.wikidata.org/wiki/Q37129,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00154,28.0,5.4999999999999995e-05,ch4_co2e_2014
27,Scope1,Fuels,Gaseous fuels,LNG,,Volume,Gaseous_fuels_LNG,litres,litres,https://www.wikidata.org/wiki/Q11582,LNG litres,kg,CO2,Carbon dioxide,https://www.wikidata.org/wiki/Q1997,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.14827,1.0,1.14827,co2_co2e_2014
28,Scope1,Fuels,Gaseous fuels,LNG,,Volume,Gaseous_fuels_LNG,litres,litres,https://www.wikidata.org/wiki/Q11582,LNG litres,kg,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.0006,265.0,2.2641509433962262e-06,n2o_co2e_2014
29,Scope1,Fuels,Gaseous fuels,LNG,,Tonnes,Gaseous_fuels_LNG,tonnes,tonnes,https://www.wikidata.org/wiki/Q191118,LNG tonnes,kg,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,2542.41,,2542.41,
30,Scope1,Fuels,Gaseous fuels,LNG,,Tonnes,Gaseous_fuels_LNG,tonnes,tonnes,https://www.wikidata.org/wiki/Q191118,LNG tonnes,kg,CH4,Methane,https://www.wikidata.org/wiki/Q37129,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,3.4,28.0,0.12142857142857143,ch4_co2e_2014
31,Scope1,Fuels,Gaseous fuels,LNG,,Tonnes,Gaseous_fuels_LNG,tonnes,tonnes,https://www.wikidata.org/wiki/Q191118,LNG tonnes,kg,CO2,Carbon dioxide,https://www.wikidata.org/wiki/Q1997,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,2537.68,1.0,2537.68,co2_co2e_2014
32,Scope1,Fuels,Gaseous fuels,LNG,,Tonnes,Gaseous_fuels_LNG,tonnes,tonnes,https://www.wikidata.org/wiki/Q191118,LNG tonnes,kg,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.33,265.0,0.005018867924528302,n2o_co2e_2014
33,Scope1,Fuels,Gaseous fuels,LPG,,Energy - Gross CV,Gaseous_fuels_LPG,kWh,kWh,https://www.wikidata.org/wiki/Q182098,LPG kWh (Gross CV),kg,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.21448,,0.21448,
34,Scope1,Fuels,Gaseous fuels,LPG,,Energy - Gross CV,Gaseous_fuels_LPG,kWh,kWh,https://www.wikidata.org/wiki/Q182098,LPG kWh (Gross CV),kg,CH4,Methane,https://www.wikidata.org/wiki/Q37129,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00016,28.0,5.7142857142857145e-06,ch4_co2e_2014
35,Scope1,Fuels,Gaseous fuels,LPG,,Energy - Gross CV,Gaseous_fuels_LPG,kWh,kWh,https://www.wikidata.org/wiki/Q182098,LPG kWh (Gross CV),kg,CO2,Carbon dioxide,https://www.wikidata.org/wiki/Q1997,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.21419,1.0,0.21419,co2_co2e_2014
36,Scope1,Fuels,Gaseous fuels,LPG,,Energy - Gross CV,Gaseous_fuels_LPG,kWh,kWh,https://www.wikidata.org/wiki/Q182098,LPG kWh (Gross CV),kg,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00014,265.0,5.283018867924527e-07,n2o_co2e_2014
37,Scope1,Fuels,Gaseous fuels,LPG,,Energy - Net CV,Gaseous_fuels_LPG,kWh,kWh,https://www.wikidata.org/wiki/Q182098,LPG kWh (Net CV),kg,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.2303,,0.2303,
38,Scope1,Fuels,Gaseous fuels,LPG,,Energy - Net CV,Gaseous_fuels_LPG,kWh,kWh,https://www.wikidata.org/wiki/Q182098,LPG kWh (Net CV),kg,CH4,Methane,https://www.wikidata.org/wiki/Q37129,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00017,28.0,6.071428571428572e-06,ch4_co2e_2014
39,Scope1,Fuels,Gaseous fuels,LPG,,Energy - Net CV,Gaseous_fuels_LPG,kWh,kWh,https://www.wikidata.org/wiki/Q182098,LPG kWh (Net CV),kg,CO2,Carbon dioxide,https://www.wikidata.org/wiki/Q1997,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.22999,1.0,0.22999,co2_co2e_2014
40,Scope1,Fuels,Gaseous fuels,LPG,,Energy - Net CV,Gaseous_fuels_LPG,kWh,kWh,https://www.wikidata.org/wiki/Q182098,LPG kWh (Net CV),kg,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00015,265.0,5.660377358490566e-07,n2o_co2e_2014
41,Scope1,Fuels,Gaseous fuels,LPG,,Volume,Gaseous_fuels_LPG,litres,litres,https://www.wikidata.org/wiki/Q11582,LPG litres,kg,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.55537,,1.55537,
42,Scope1,Fuels,Gaseous fuels,LPG,,Volume,Gaseous_fuels_LPG,litres,litres,https://www.wikidata.org/wiki/Q11582,LPG litres,kg,CH4,Methane,https://www.wikidata.org/wiki/Q37129,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00113,28.0,4.0357142857142857e-05,ch4_co2e_2014
43,Scope1,Fuels,Gaseous fuels,LPG,,Volume,Gaseous_fuels_LPG,litres,litres,https://www.wikidata.org/wiki/Q11582,LPG litres,kg,CO2,Carbon dioxide,https://www.wikidata.org/wiki/Q1997,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.55325,1.0,1.55325,co2_co2e_2014
44,Scope1,Fuels,Gaseous fuels,LPG,,Volume,Gaseous_fuels_LPG,litres,litres,https://www.wikidata.org/wiki/Q11582,LPG litres,kg,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00099,265.0,3.7358490566037735e-06,n2o_co2e_2014
45,Scope1,Fuels,Gaseous fuels,LPG,,Tonnes,Gaseous_fuels_LPG,tonnes,tonnes,https://www.wikidata.org/wiki/Q191118,LPG tonnes,kg,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,2938.81,,2938.81,
46,Scope1,Fuels,Gaseous fuels,LPG,,Tonnes,Gaseous_fuels_LPG,tonnes,tonnes,https://www.wikidata.org/wiki/Q191118,LPG tonnes,kg,CH4,Methane,https://www.wikidata.org/wiki/Q37129,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,2.14,28.0,0.07642857142857143,ch4_co2e_2014
47,Scope1,Fuels,Gaseous fuels,LPG,,Tonnes,Gaseous_fuels_LPG,tonnes,tonnes,https://www.wikidata.org/wiki/Q191118,LPG tonnes,kg,CO2,Carbon dioxide,https://www.wikidata.org/wiki/Q1997,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,2934.82,1.0,2934.82,co2_co2e_2014
48,Scope1,Fuels,Gaseous fuels,LPG,,Tonnes,Gaseous_fuels_LPG,tonnes,tonnes,https://www.wikidata.org/wiki/Q191118,LPG tonnes,kg,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,1.86,265.0,0.007018867924528303,n2o_co2e_2014
49,Scope1,Fuels,Gaseous fuels,Natural gas,,Energy - Gross CV,Gaseous_fuels_Natural_gas,kWh,kWh,https://www.wikidata.org/wiki/Q182098,Natural gas kWh (Gross CV),kg,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.18387,,0.18387,
50,Scope1,Fuels,Gaseous fuels,Natural gas,,Energy - Gross CV,Gaseous_fuels_Natural_gas,kWh,kWh,https://www.wikidata.org/wiki/Q182098,Natural gas kWh (Gross CV),kg,CH4,Methane,https://www.wikidata.org/wiki/Q37129,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00025,28.0,8.92857142857143e-06,ch4_co2e_2014
51,Scope1,Fuels,Gaseous fuels,Natural gas,,Energy - Gross CV,Gaseous_fuels_Natural_gas,kWh,kWh,https://www.wikidata.org/wiki/Q182098,Natural gas kWh (Gross CV),kg,CO2,Carbon dioxide,https://www.wikidata.org/wiki/Q1997,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.18352,1.0,0.18352,co2_co2e_2014
52,Scope1,Fuels,Gaseous fuels,Natural gas,,Energy - Gross CV,Gaseous_fuels_Natural_gas,kWh,kWh,https://www.wikidata.org/wiki/Q182098,Natural gas kWh (Gross CV),kg,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.0001,265.0,3.773584905660378e-07,n2o_co2e_2014
53,Scope1,Fuels,Gaseous fuels,Natural gas,,Energy - Net CV,Gaseous_fuels_Natural_gas,kWh,kWh,https://www.wikidata.org/wiki/Q182098,Natural gas kWh (Net CV),kg,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.20374,,0.20374,
54,Scope1,Fuels,Gaseous fuels,Natural gas,,Energy - Net CV,Gaseous_fuels_Natural_gas,kWh,kWh,https://www.wikidata.org/wiki/Q182098,Natural gas kWh (Net CV),kg,CH4,Methane,https://www.wikidata.org/wiki/Q37129,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00027,28.0,9.642857142857142e-06,ch4_co2e_2014
55,Scope1,Fuels,Gaseous fuels,Natural gas,,Energy - Net CV,Gaseous_fuels_Natural_gas,kWh,kWh,https://www.wikidata.org/wiki/Q182098,Natural gas kWh (Net CV),kg,CO2,Carbon dioxide,https://www.wikidata.org/wiki/Q1997,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.20336,1.0,0.20336,co2_co2e_2014
56,Scope1,Fuels,Gaseous fuels,Natural gas,,Energy - Net CV,Gaseous_fuels_Natural_gas,kWh,kWh,https://www.wikidata.org/wiki/Q182098,Natural gas kWh (Net CV),kg,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00011,265.0,4.1509433962264154e-07,n2o_co2e_2014
57,Scope1,Fuels,Gaseous fuels,Natural gas,,Volume,Gaseous_fuels_Natural_gas,cubic metres,cubic metres,https://www.wikidata.org/wiki/Q106629974,Natural gas cubic metres,kg,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,2.02266,,2.02266,
58,Scope1,Fuels,Gaseous fuels,Natural gas,,Volume,Gaseous_fuels_Natural_gas,cubic metres,cubic metres,https://www.wikidata.org/wiki/Q106629974,Natural gas cubic metres,kg,CH4,Methane,https://www.wikidata.org/wiki/Q37129,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00271,28.0,9.678571428571429e-05,ch4_co2e_2014
59,Scope1,Fuels,Gaseous fuels,Natural gas,,Volume,Gaseous_fuels_Natural_gas,cubic metres,cubic metres,https://www.wikidata.org/wiki/Q106629974,Natural gas cubic metres,kg,CO2,Carbon dioxide,https://www.wikidata.org/wiki/Q1997,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,2.01888,1.0,2.01888,co2_co2e_2014
60,Scope1,Fuels,Gaseous fuels,Natural gas,,Volume,Gaseous_fuels_Natural_gas,cubic metres,cubic metres,https://www.wikidata.org/wiki/Q106629974,Natural gas cubic metres,kg,N2O,Nitrous Oxide,https://www.wikidata.org/wiki/Q905750,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,0.00107,265.0,4.037735849056604e-06,n2o_co2e_2014
61,Scope1,Fuels,Gaseous fuels,Natural gas,,Tonnes,Gaseous_fuels_Natural_gas,tonnes,tonnes,https://www.wikidata.org/wiki/Q191118,Natural gas tonnes,kg,CO2e,Carbon dioxide equivalent,https://www.wikidata.org/wiki/Q1933140,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,2533.0,,2533.0,
62,Scope1,Fuels,Gaseous fuels,Natural gas,,Tonnes,Gaseous_fuels_Natural_gas,tonnes,tonnes,https://www.wikidata.org/wiki/Q191118,Natural gas tonnes,kg,CH4,Methane,https://www.wikidata.org/wiki/Q37129,https://www.wikidata.org/wiki/Q11570,2020-01-01T00:00:00,2020-12-31T23:59:59,United Kingdom,https://www.wikidata.org/wiki/Q145,3.4,28.0,0.12142857142857143,ch4_co2e_2014
